time,Xt,Yt,Ht,Vt,Rt,Xn,Yn,Hn,Error,Rate,Velocity,Control_l,Control_r
3.19842791557312,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,-0.0,0.0,6.0,6.0
3.2485220432281494,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,7.948366812683246e-05,0.0,6.0,6.0
3.2980921268463135,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,6.358697901219526e-05,0.0,6.0,6.0
3.3489933013916016,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,5.751860393484252e-05,0.0,6.0,6.0
3.39850115776062,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,4.952992447743548e-05,0.0,6.0,6.0
3.438133478164673,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,4.45769406974135e-05,0.0,6.0,6.0
3.4984512329101562,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,2.779015894125043e-05,0.0,6.0,6.0
3.5488369464874268,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,2.6088723069347556e-05,0.0,6.0,6.0
3.599064588546753,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,2.3673103694284918e-05,0.0,6.0,6.0
3.64766001701355,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,2.1666910846184476e-05,0.0,6.0,6.0
3.7003445625305176,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,6.560378968132131e-05,0.0,6.0,6.0
3.7480969429016113,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,6.0917809390064337e-05,0.0,6.0,6.0
3.7979893684387207,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,5.6856625887831294e-05,0.0,6.0,6.0
3.847625732421875,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,7.374683579073005e-05,0.0,6.0,6.0
3.8980252742767334,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,6.298271794800831e-05,0.0,6.0,6.0
3.9480018615722656,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,5.9596552865121356e-05,0.0,6.0,6.0
3.998871088027954,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,5.6555914584703716e-05,0.0,6.0,6.0
4.047752141952515,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,5.381048370370024e-05,0.0,6.0,6.0
4.099194526672363,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,5.131925922098923e-05,0.0,6.0,6.0
4.14814305305481,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,4.904849694531147e-05,0.0,6.0,6.0
4.197777032852173,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,4.697017203646558e-05,0.0,6.0,6.0
4.248401641845703,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,4.506081653624246e-05,0.0,6.0,6.0
4.297879934310913,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,4.330062935289785e-05,0.0,6.0,6.0
4.348642587661743,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,4.1672787000901415e-05,0.0,6.0,6.0
4.397819519042969,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,4.016290417979483e-05,0.0,6.0,6.0
4.43984842300415,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,3.9308374727863455e-05,0.0,6.0,6.0
4.498453378677368,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,3.426980581524413e-05,0.0,6.0,6.0
4.548202037811279,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,0.0,-0.0,0.6108652381980153,0.0,3.336199681051336e-05,0.0,6.0,6.0
4.598149299621582,0.0,-0.0,2.2079453820822437e-09,0.6,0.0,-0.038884221980600715,-0.03745700107843186,0.6108652381980153,0.0539908293030055,3.2292702520757166e-05,0.0,6.0,6.0
